name,tema-sany,teklipler
Daşoguz welaýat maliýe-ykdysady orta hünär okuw mekdebi,5,Zähmete ukyplylygy çäkli ýaşlar üçin onlaýn hünär bilimiň elýeterliligini üpjün etmek
Daşoguz welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,Talyp ýaşlar bilen jemgyýetde özüňi alyp barmak babatda geçirilýän wagyz-nesihat çärelerini yzygider geçirmek
Lebap welaýat maliýe-ykdysady orta hünär okuw mekdebi,6, Edara kärhanalaryň teklipleri esasynda zerur bolan sanly bilimden baş çykarýan ykdysatçylary taýýarlamak maksady bilen  täze hünärleri açmak.
Lebap welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,"Talyplaryň nazarýetde alan bilimlerini kämilleşdirmek, önümçilik düşünjelerini ösdürmek maksady bilen önümçilik-tejribeliginiň wagtyny uzaltmak ýa-da köpeltmek "
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Orta hünär okuw mekdeplerinde ýokary bilimiň birinji basgançagy boýunça taýýarlygy ýola goýmak, bakalawr taýýarlygynyň  derejesine ýetirmek."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,Orta hünär okuw mekdebini üstünlikli tamamlan uçurymlary ýokary bilime bolan isleglerine görä ugurdaş ýokary okuw jaýlaryna bäsleşik esasynda III ýyllykdan okuwa kabul etmek.
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Orta hünär okuw mekdebiniň hünär ugurlaryna (daşary ýurt hünär ugurlaryny öwrenip) seljerme işlerini geçirmek we täze, döwrebap, zerur bolan hünär ugurlaryny açmaklygy teklip etmek."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,Telekeçileriň teklipleri boýunça hünärmenleri taýýarlamak we şolaryň isleglerine görä täze hünärleri açmak.
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Orta hünär okuw mekdebini tamamlaýan uçurymlaryň zähmet bazarynyň üýtgäp durýan şertlerinde eýeçiligiň görnüşine garamazdan jemgyýetde öz ornuny tapmaklygy üçin, “Telekeçilik endiklerini ösdürmek” boýunça her aýda bir gezek goşmaça okuwlary guramak."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,Edara kähanalaryň wekilleriniň gatnaşmagynda hünärmenleriň  ýarmarkasyny geçirmek.
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"Dersleriň has gyzykly we düşnükli bolmagy üçin interaktiw platformalardan peýdalanmak. Mysal üçin: “Video Scribe” programma üpjünçiliginiň üsti bilen taýýarlanan okuw sapaklary has täsirli bolýar.(MWMYOHOM-de geçirilen soragnama görä talyplaryň  84,8% täsirli, 15,2% täsirsiz hasapladylar.)"
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"     Amaly sapaklaryň gyzykly geçmekligi üçin bolsa, okatmagyň “Gamification” usulyny we wirtual simulýatorlary ulanmaklyk bolar."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"Talyplaryň we mugallymlaryň sanly sowatlylyklaryny artdyrmak maksady bilen, goşmaça okuwlary we seminarlary guramak, özbaşdak öwrenmekleri üçin sanly bilim platformalaryny düşündirmek we teklip bermek.
Mysal üçin: Google Digital Garage, Skillbox, Stepik w.ş.m. "
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,"Talyplaryň nazaryýetde alan bilimlerini has-da güýçlendirmek we ýaşlary telekeçilik işine ugrukdyrmak maksady bilen, hususy kärhanalaryň işgärleriniň gatnaşmagynda maslahat-okuwlary geçirmek."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,"Talyplara sanly ulgam arkaly telekeçilik işinde resminamalaryň ýöredilişini öwretmek maksady bilen, okuwlary gurnamak."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,"Talyplara geljekde ele aljak hünärleri boýunça degişli edara-kärhanalaryň we hususy kärhanalaryň iş tejribelerini öwretmek maksady bilen, göçme amaly sapaklary gurnamak."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Talyplara milli gymmatlyklarymyza, däp-dessurlarymyza buýsanç ruhunda, meşhur şahsyýetlerimize sarpany, ynsanperwer kadalarymyz esasynda terbiýelemek   hem-de olara müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwretmeklik maksady bilen, orta hünär okuw mekdebi bilen Mary welaýat kitaphanasynyň, Mary welaýat taryhy we ülkäni öwreniş muzeýiniň bilelikde gurnamagynda welaýat derejesinde birnäçe gyzykly bäsleşikleri, çäreleri we edebiýat agşamlaryny geçirmek."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Şöhratly taryhymyzy, edebiýatymyzy içgin öwrenmek maksady bilen, talyplaryň arasynda “BOOKCROSSING” hereketini ýola goýmak."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,15,"Orta hünär okuw mekdebiniň abraýyny galdyrmak maksady bilen, orta hünär okuw mekdebiniň ""Ösüş Strategiýasyndan"" gelip çykýan wezipeleri durmuşa geçirmek."
Mary welaýat maliýe-ykdysady orta hünär okuw mekdebi,15,Orta hünär bilimi edaralarynyň abraýyny ýokarlandyrmak.
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"Bilimiň hilini has-da kämilleşdirmek maksady bilen  höwesjeň talyplar üçin “sanly tehnologiýa”, “Emeli intellekt”, “Öwrenmegiň kämil usuly” atly  gurnaklarny döretmek. "
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,6," Okuw sapaklaryny, tejribe sapaklaryny geçirýän mugallymlary her okuw ýylynyň başynda hünär synagyndan geçirmek, mugallymlaryň ukyp başarnyklaryna görä, tejribe, umumy we amaly sapaklaryny paýlap bermek."
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,8,"Ylmy açyşlary we täze ösüşleriň çalt durmuşa geçirilmegini höweslendirmek üçin kompýuter ylymlary, matematika we inženerçilik bölümleriniň hünärmenlerini birleşdirýän emeli intellektual gözleg merkezini döretmek;"
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,9,"Daşary ýurtlaryň hyzmatdaş uniwersteleri bilen bilelikde okuw meýilnamalryny  işläp taýýarlamak, olar bilen online okuw sapaklaryny yzygiderli geçirmek."
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Talyplara önümçilikde işleri gurnamagyň inçe syrlaryny we çemeleşmelerini öwretmek üçin önümçiligiň guramaçy ýolbaşçylaryny we tejribeli hünärmenlerini okuw sapaklaryny geçirmeklige çekmek.
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Aýratyn zehinli ýaşalaryň ukyp başarnyklaryna görä iş ýerlerini saýlap almaga ýardam bermek. 
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Okuw mekdepde okuw sapaklaryny has-da guramaçylykly geçirmek maksady bilen sapak okatmagyň dürli usullaryndan peýdalanmak üçin okatmagyň diňe bir däl-de birnäçe usullaryny ýola goýmak.
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Öwrenmegiň we öwretmegiň dürli usullaryndan peýdalanmak. Talyplaryň öwrenmäge bolan höweslerini döretmek.
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Türmenistanda ýaşap geçen meşhur şahsyýetleriň, alymaryň filosyflaryň ömri we döredijiligi, bitiren işleri barada yzygiderli ylmy çykyşary, tegelek stolda söhbetdeşlikleri geçirmek."
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,Magtymguly Pyragynyň şygyrlarynyň terbiýeçilik ähmiýeti barada söhbetdeşlikler geçirmek. 
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Talyp ýaşlaryň medeni ýadygärliklere, milli mirasymyza, döwlet muzeýlerine gezelençlerini guramak."
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,13,Müňýyllyklardan gözbaş alýan Änew medeniýetimizi ösdürmek;
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,13,Taryh bilimi has-da açyp görkezmek maksady bilen taryhçy mugallymlar bilen talyplaryň  söhbetdeşligini   guramak.
Balkan welaýat maliýe-ykdysady orta hünär okuw mekdebi,15,Emeli aň tehnologiýasyny işläp ösdürýän hünärmenlere we oýlap tapyş ugurlaryna uly möçberdäki höweslendiriji grantlary bermek;
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Milli gymmatlyklara esaslanýan okuw maksatnamasyny döretmek.Okuw maksatnamasyny milli mirasymyzy, däp-dessurlarymyzy we ahlak kadalarymyzy ýaş nesle ýetirmäge gönükdirmek."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,Bilim derejesini ölçemek üçin milli görkezijileri işläp taýýarlamak.Okuwçy we talyp derejesini baha bermekde milli ösüş maksatlaryna laýyk gelýän ölçegleri we synag usullaryny ornaşdyrmak.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Halkara tejribäni utgaşdyrmak. Täze tehnologiýalar we dünýäniň öňdebaryjy tejribeleri bilen milli bilim maksatlaryny utgaşdyryp, netijeliligi ýokarlandyrmak."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"Sanly tehnologiýalaryň ulanylyşy. Bilim prosesine interaktiw tagtalar, elektron okuw kitaplary, wideo sapaklar we wirtual simulýasiýalar ýaly sanly tehnologiýalary işjeň goşmak okuwçylaryň gyzyklanmasyny artdyryp, has täsirli öwrenmegi üpjün eder."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,6,"Özbaşdak öwrenmek ukyplaryny ösdürmek.Okuwçylary maglumatlary özbaşdak gözlemek we öwrenmek usullary bilen tanyşdyryp, olara täsirli öwrenmegiň esaslaryny öwretmek häzirki döwrüň talaplaryna laýyklykda bilim bermegi kämilleşdirer."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,8,"Innowasion bilim edaralaryny açmak. Döwrebap enjamlaşdyrylan bilim edaralaryny gurmak bilen, sanly tehnologiýalara we ylmy barlaglara mümkinçilik döredýän şertleri döretmek."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,8,Tehnologiýa we ylmy barlag merkezlerini esaslandyrmak.Ileri tutulýan ugurlarda ylmy gözlegleri ösdürmek üçin ýöriteleşdirilen tehnologiýa merkezlerini döretmek we ýaş alymlary goldamak.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,8,Ylmy-barlaglara maýa goýumlaryny artdyrmak.Tehnologiýalaryň we innowasiýalaryň ösmegi üçin döwlet we hususy sektoryň hyzmatdaşlygy arkaly maliýe üpjünçiligini giňeltmek.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Ylym-bilim merkezlerini döretmek.Okuw mekdeplerinde ylmy barlaglaryň netijelerini önümçilige ornaşdyrmaga mümkinçilik berýän merkezleri döretmek.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,"Hususy sektor bilen hyzmatdaşlyk.Önümçilik kärhanalary bilen hyzmatdaşlygy ýola goýup, talyplaryň tejribe geçmegi we işiň tehnologiýa esaslary bilen tanyşmagy üçin şertleri döretmek."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Tehnologiýa transferini ýola goýmak.Ýokary okuw mekdepleriniň ylmy işlerini önümçilige geçirmek üçin tehnologiýa transferini üpjün edýän platformalary döretmek.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,11,Startaplary goldamak.Okuw mekdeplerinde döredijilik we innowasiýa ukybyny ösdürmek üçin talyp startaplaryny maliýeleşdirýän we goldaýan maksatnamalary ornaşdyrmak.
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Şahsyýetleriň atlaryny bilim we medeni ojaklara dakmak. Meşhur şahsyýetleriň atlaryny mekdeplere, kitaphanalara we medeni merkezlere dakyp, olaryň milli gymmatlyklardaky ornuny ýaş nesillere düşündirmek."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,12,"Ýadygärlikler we ýörite medeni çäreler.Taryhy şahsyýetlerimize bagyşlanan ýadygärlikleri gurmak we olaryň durmuş ýoluny wagyz edýän medeni çäreleri, sergileri yzygiderli geçirmek."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,13,"Milli medeniýet we taryh boýunça ylmy institutlary döretmek. Medeniýetimizi, edebiýatymyzy we taryhymyzy döwrebap nazaryýetlere esaslanyp öwrenmek üçin ýöriteleşdirilen ylmy institutlary esaslandyrmak."
Ahal welaýat maliýe-ykdysady orta hünär okuw mekdebi,13,Taryhy we medeni gymmatlyklary elektron resminama görnüşinde toplamak.Milli mirasymyzy sanlylaşdyrmak arkaly ylmy-barlaglary çaltlaşdyrmak we dünýä ylmy jemgyýetçiligine elýeterli etmek.
Aşgabat agrosenagat orta hünär okuw mekdebi,1,Talyplaryň alýan nazary bilimleri bilen amaly endikleriniň has ýakyndan birleşmegini guramak. 
Aşgabat agrosenagat orta hünär okuw mekdebi,2,Talyplaryň alýan nazary bilimlerini iş ýüzünde ulanmaklary bilen baglylykda dürli taslamalaryň üstünde işlemeklerini guramak. 
Aşgabat agrosenagat orta hünär okuw mekdebi,2,Okuwyň önümçilik bilen ýakyndan baglanyşyklylygyny guramak we berkitmek maksady bilen häzirki zaman tehnologiýalary esasynda işleýän kärhanalarda tejribe geçmeklerini guramak.
Aşgabat agrosenagat orta hünär okuw mekdebi,2,"Bilim edaralarynyň döwrebap enjamlar bilen enjamlaşdyrylmagyny gowulandyrmak, talyplaryň amaly endiklerini ösdürmäge bolan mümkinçiliklerini ýaýbaňlandyrmak."
Aşgabat agrosenagat orta hünär okuw mekdebi,3,"Sanly tehnologiýalaryň ulanylyşyny has-da ýaýbaňlandyrmak, onlaýn kurslary artdyrmak, hyzmatdaşlyk platformalaryny we wirtual laboratoriýalary giňden ulanmaklygy guramak, emeli aňyň mümkinçiliklerinden peýdalanmak."
Aşgabat agrosenagat orta hünär okuw mekdebi,3,"Dersara baglanyşygy has-da ýaýbaňlandyrmak, dürli dersleriň utgaşmasyny we arabaglanyşygyny has kämilleşdirmek."
Aşgabat agrosenagat orta hünär okuw mekdebi,3,"Mesele goýmak esasly (problrmalaýyn) okuwlary ýaýbaňlandyrmak, dürli meseleleri goýmak bilen, talyplaryň dürli ugurlardan bilimlerini ulanmak arkaly çözgüt gözlemek endiklerini artdyrmak."
Aşgabat agrosenagat orta hünär okuw mekdebi,6,"Talyp ýaşlaryň döredijilik, täze pikirleri we standart däl çözgütleri gözlemek ukybyny ösdürmek hem-de goldamak."
Aşgabat agrosenagat orta hünär okuw mekdebi,6,"Talybyň şahsyýetiniň ösüşine üns bermek, olara aýry-aýrylykda çemeleşmekligiň derwaýyslygyna düşünmek, her bir talybyň şahsy aýratynlyklaryny we zerurlyklaryny göz öňünde tutmaklyga üns bermek."
Aşgabat agrosenagat orta hünär okuw mekdebi,6,"Okatmagyň dürli usullaryny ýaýbaňlandyrmak, bilim bermekde oýnuň elementlerinden peýdalanmak arkaly talyplaryň derse bolan höwesini, gatnaşygyny we gyzyklanmasyny ýokarlandyrmak."
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,1,Geçirilýän maslahatlaryň gerimini giňeltmeli
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,2,Okatmagyň sanly usullaryny ornaşdyrmagy dowam etmeli
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,6,Göçme amaly-tejribe okuwlary köp gurnamaly
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,12,"Ýaşlarymyzda milli däplerimize söýgüni terbilemelei;
"
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,12, Talyp ýaşlaryň gadymy ýadygärliklere gezelençleriniň sanyny artdyrmaly
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Baýramaly agrosenagat orta hünär okuw mekdebi,13,Gahryman Arkadagymyzyň hem-de Arkadagly Gahryman Serdarymyzyň halkymyza peşgeş beren kitaplaryndan berilýän gymmatly maglumatlary degişli dersleriň okuw maksatnamalaryna girizmegi dowam etmeli
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Türkmenabat agrosenagat orta hünär okuw mekdebi,1,Geçirilýän maslahatlaryň  ýokary ähmiýetini göz öňünde tutup maslahatlaryň yzygider geçirilmegini gurnamaly 
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Türkmenabat agrosenagat orta hünär okuw mekdebi,3,Mekdepde DUAL bilim maksatnamalary boýunça dual okuwlary girizmeli
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Türkmenabat agrosenagat orta hünär okuw mekdebi,6,"Tehnikanyň örän çalt depginlerde ösmegi, täze tehnologiýalaryň döreýänligi sebäpli mekdebde okuw üçin peýdalanylýan tehnologiýalary kämilleşdirmeli we bu tehnologiýalardan baş çykarýan ýaş hünärmenleri işe çekmeli"
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Türkmenabat agrosenagat orta hünär okuw mekdebi,12,"Halypaçylyk sagatlarynda talyplar bilen  ýaş nesilleri milli gymmatlyklarymyza, däp-dessurlarymyza buýsanç ruhunda, ynsanperwer kadalarymyz esasynda terbiýelemek üçin meşhur şahsyýetlerimiz barada söhbetdeşlik geçmeli"
S.A.Nyýazow adyndaky Türkmen oba hojalyk uniwersitetiniň Türkmenabat agrosenagat orta hünär okuw mekdebi,13,"Müňýyllyklardan gözbaş alýan medeniýetimiz, edebiýatymyz, şöhratly taryhymyz barada maglumat  toplumyny döretmeli we mekdebiň içki portalyna ýerleşdirmeli. Talyplar tarapyndan yzygider öwrenilmegini gazanmaly"
Türkmen oba hojalyk institutynyň Daşoguz agrosenagat orta hünär okuw mekdebi,2,Mekdep okuwçylary 10-njy synpdan   soňra  başlangyç  orta  hünär bilim edaralara okuwa kabul edilmäge rugsat bermek 
Türkmen oba hojalyk institutynyň Daşoguz agrosenagat orta hünär okuw mekdebi,3,Ykdysadyýete dakylly önümçiligik edara kärhanalar bilen hyzmatdaşlygy guramak
Türkmen oba hojalyk institutynyň Daşoguz agrosenagat orta hünär okuw mekdebi,4,"Tölegli okaýan zehinli, göreldeli talyplara ""atly talyp haklaryny"" bermek"
Türkmen oba hojalyk institutynyň Daşoguz agrosenagat orta hünär okuw mekdebi,6,Zähmete ukyplylygy çäkli ýaşlar üçin onlaýn hünär bilimiň elýeterliligini üpjün etmek
Türkmen oba hojalyk institutynyň Daşoguz agrosenagat orta hünär okuw mekdebi,12,Meşhur şahsyýetler heýkelerini bilim  edaralaryň çäginde ýerleşdirmek 
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,2,"Ýaşlary telekeçilik işine çekmek üçin ýokary synp mekdep okuwçylary we talyp ýaşlar bilen önüm öndürýän hususy kärhanalarda tejribe okuw sapaklaryny, wagyz-nesihat çärelerini geçirmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,2,"Telekeçilik bilen meşgullanmaga höwesli ýaşlary telekeçilige ugrukdyrmak, telekeçilik işinde sanly ulgam arkaly resminamalaryň ýöredilişini öwretmek, gysga möhletleýin tölegli maslahat – okuwlaryny guramaly. we geçirmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,2,Harby we hukuk goraýjy edaralaryň şahsy düzümleriniň hataryndaky ýaş harby gullukçylaryň we işgärleriň sportuň
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,3,"Ýurduň sebitlerinde, uzak aralykda ýerleşýän we barmasy kyn bolan ilatly ýerlerde ýaşlaryň işlemäge bolan isleglerini artdyrmak üçin höweslendirme çärelerini işläp düzmek"
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,3,Işlejek ýaşlar üçin ýaşaýyş jaýlaryny gurmaly
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,3,Zähmet haklaryna goşmaça tölegleri tölemeli
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,3,"Ýaşlaryň okuwdan boş wagtlarynda sportuň dürli görnüşleri we sagdyn durmuş endikleri bilen yzygiderli işjeň meşgullanmaklaryny gazanmak maksady bilen, mekdep okuwçylarynyň arasynda milli we halkara, baýramçylyk günlerine bagyşlanan köpçülikleýin sport ýaryşlaryny, medeni dynç alyş we ekologiýa çärelerini, mekdep-sport festiwalyny geçirmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,3,"Saglyk ýagdaýy sebäpli mümkinçiligi çäkli ýaşlaryň arasynda sagaldyş, sport we medeni-köpçülikleýin çäreleri geçirmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Mekdeplerde daşary ýurt dillerini  öwretmek üçin sagat sanyny köpeltmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,"Okatmagyň usulýetini kämilleşdirmek maksady bilen bilim edaralarynda multimedia, döwrebap tehnologiýalaryň sanyny köpeltmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Oba hojalyk toplumynyň ösüşini ylym hem-de ýokary tehnologiýalar bilen berk baglanyşdyrmaly.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Ýurdumyzda hereket edýän pedagogik okuw jaýlarynda   pedagogik işgärleriň hünärini ýokarlandyrmak maksady bilen ýöriteleşdirilen defektologiýa ugury boýunça sapaklary  girizmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Pedagogik işgärleriniň Saglygy sebäpli mümkinçiligi çäkli çagalar bilen işlemek üçin hünär kämilleşdiriş okuwlaryny geçmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Arkadag şäherini ÝUNESKO-nyň döredijilik şäherleriniň torunagirizmek üçin zerur işleri alyp barmaly.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,"Dünýäniň öňdebaryjy uniwersitetleriniň sanawyna girýän bilelikdäki ýokary okuw mekdeplerini Aşgabat şäherinde,  olaryň şahamçalaryny welaýat merkezlerinde açmaly"
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,"Umumybilim edaralarynyň ýokary synp okuwçy gyzlarynyň arasynda «Ene keramatdyr – ene keremdir», «Gyz edebi – il edebi», «Eneleriň göreldesi – nesilleriň ýörelgesi», «Çaga eziz – edebi ondanam eziz», «Gyz edebi sandykda» ýalyene-mamalaryň milli ýörelgelerini, halal zähmet terbiýesini, hünär ussatlygyny ýaşlarda ornaşdyrmak boýunça ýaşuly nesliň, ata-eneleriň, lukmanlaryň, hukuk goraýjy edaralaryň we jemgyýetçilik birleşikleriniň wekilleriniň gatnaşmaklarynda wagyz-nesihat çärelerini we bäsleşikleri guramaly."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,"Terbiýelenmesi kyn, kämillik ýaşyna ýetmedik ýaşlary sagdyn durmuş ýörelgesine çekmek maksady bilen, sportuň dürli görnüşleri boýunça bäsleşikleri geçirmek, olary gelejekde Watanymyza wepaly, sagdyn nesil edip ýetişdirmek üçin sport mekdeplerine ýerleşdirmegi dowam etmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,6,Umumybilim berýän orta mekdeplerde psihologlaryň wezipesini döretmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,Ýurdumyzda döwrebap häzirki zaman tehnologiýalar merkezlerini döretmeli
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,Dörediljek döwrebap häzirki zaman tehnologiýalar merkezini döwletiň hasabyna maliýeleşdirmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,Orta mekdeplerde dürli ugurlar boýunça tehnologik gurnaklaryny döretmeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,Mekdebe çenli çagalar edaralarynyň hem-de umumybilim berýän orta mekdepleriniň sanyny artdyrmaly.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,"Azatlykdan mahrum ediliş ýerlerinden tussaglykdan boşap gelen kämillik ýaşyna ýetmedikleriň arasynda tejribeli işgärleriň, mugallymlaryň, psihologlaryň we hünärmenleriň, şeýle hem ýetginjekleriň terbiýelenmegine oňyn täsirini ýetirip biljek beýleki edaralaryň, guramalaryň we gulluklaryň işgärleriniň gatnaşmagynda terbiýeçilik, kanun bozulmalara ýol berilýän halatlaryň öňüni almak boýunça alnyp barylýan işleriň gerimini giňeltmeli."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8,Ýaşlaryň arasynda dogry we kadaly iýmitlenmegiň ylmy taýdan esaslandyrylan kadalary barada saglyk öýlerinde bölümleri açmaly 
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,8, Mahabatlandyryş işlerini geçirmeli
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,11,Ýokary okuw mekdeplerinde
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,11,Ylym – bilim – önümçilik arabaglanyşygynyň kämil usulyny döretmeli
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,11,DUAL maksatnamasyny kämilleşdimeli.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,11,"Ýokary bilimi ösdürmegiň Strategiýalarynyň; intellektual eýeçilik ulgamyny ösdürmegiň Konsepsiýasynyň; Arkadag şäheriniň dünýäniň ylym-bilim merkezi hökmündäki ornuny pugtalandyryp, şäherde Türkmenistanyň gadymy, orta asyrlar, täze we iň täze taryhyny, arheologik, binagärlik ýadygärliklerini, döwletimiziň alyp barýan syýasatyny öwrenýän hem-de wagyz edýän halkara ylmy-barlag merkezini döretmeli"
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,11,Türkmenistanyň we daşary ýurt döwletleriniň ýokary okuw mekdeplerinde tölegli esasda bilim alýan talyplara «Talyp karzy» we beýleki karzlaryň tutumyny 1 % azaltmaly.
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,12,"Ýurdumyzyň ähli welaýatlarynda halkara derejä laýyk gelýän umumybilim edaralaryny döretmeli, mekdep we  sport gimnaziýalaryny  açmaly."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,12," Her welaýatda häzirlikçe 1 sany oňat tölegli orta mekdebi açmaly, mugallymlary synag arkaly saýlap almaly."
“Türkmennebit” döwlet konserniniň Balkanabat nebitçilik orta hünär okuw mekdebi,12,Orta mekdeplerde oňat okan okuwçylaryň durmuş maddy ýagdaýyna kömek etmeli.
